ID,X3,X4,X5,X6,X11,X12,X13,X14,X15,Y
1373,18.2,4.8,461,368,2.5,46.2,0.66,1.42,9.01,5.4
1374,17.4,5,422,372,2.5,41,1.89,1.22,9.11,5.2
1375,15.1,3.15,367,355,2,39.2,1.34,1.83,8.27,4.55
1376,16.5,3.05,369,355,3,30,1.34,1.83,8.27,5
1377,13.6,2.3,335,352,2.5,31.8,2.1,2.15,8.28,4.2
1378,19.7,5.5,331,374,3,45.3,1.51,1.63,11.56,7.6
1379,15.8,3.29,278,374,3,48.6,1.76,2.76,11.06,6.3
1380,16,1.5,327,372,1.5,18,0.96,2.13,9.32,3.2
1381,16.6,3.5,285,379,2,42,0.99,1.09,11.11,8.3
1382,15.9,2.45,318,362,3,39.6,0.93,1.04,10.75,6.441
1383,18.8,4.5,356,299,3,45.9,1.61,1.19,10.43,6.2
1384,17.6,3.2,397,279,3.5,51.9,0.93,1.58,6.04,3.2
1385,15.8,3.5,396,274,3.5,52.9,0.93,1.58,6.09,3.1
1386,15.6,3.4,339,348,3.5,42,1.42,1.05,11.78,5.5
1387,17.6,2.38,284,353,3,38,1.05,1.7,11.9,4.79
1388,17.3,7.1,463,219,2.5,46.8,1.49,0.84,8.76,2.8
1389,22.1,1.9,330,361,2,27.8,2.15,2.23,8.8,3.7
1390,14.9,2.5,369,280,3.5,50.3,0.93,1.58,6.15,2.7
1391,13.8,2.2,321,375,2,25,2.17,2.52,8.19,3.6
1392,17.1,1.7,300,331,4.3,42.5,2.95,2.16,9.49,3.3
1393,15,2.85,325,337,2.5,27.4,1.18,1.52,10.82,4.697
1394,16,3.4,323,350,2,35.3,1.18,1.54,10.82,6.221
1395,15.5,2.4,372,275,3.5,50.1,0.93,1.58,6.15,2.5
1396,15.2,3.9,462,371,2.5,36.2,0.72,1.49,9.77,5
1397,14.9,1.5,337,351,2.5,25,2.1,2.15,8.28,3.8
1398,15.8,2.77,285,353,3,38,1.05,1.7,11.9,5.19
1399,14.7,2.75,350,346,3,42.9,1.32,1.84,8.56,3.8
1400,23.8,2.4,329,361,2.5,38.8,2.15,2.23,8.8,3.2
1401,20,3.6,289,380,3,51,0.99,1.09,11.11,8.6
1402,16.6,4.4,298,366,2.7,46.8,0.81,1.84,14.3,8.4
1403,16.2,5.6,300,370,3.3,47.1,1.68,2.17,13.4,8
1404,16.3,3.37,317,362,3,48,0.93,1.04,10.75,8.31
1405,18.6,3.8,420,359,3,55.6,1.91,1.57,9.96,3.2
1406,25.9,3.2,425,372,3,57,1.89,1.22,9.11,2.7
1407,14.5,1.5,336,351,2.5,24.8,2.1,2.15,8.28,2.5
1408,20.1,4.7,303,352,3.3,61.4,1.53,2.27,12.85,6
1409,21.2,4.4,424,359,3,51.2,1.91,1.57,9.96,3.8
1410,15.6,3.7,474,371,2.5,41.6,0.72,1.49,9.77,4
1411,15.7,2.8,375,273,3,42.1,0.93,1.58,6.04,2.5
1412,17.3,4.1,437,371,2.3,39.5,0.89,1.14,7.35,5.8
1413,27.3,6.4,462,366,3,52.6,1.49,0.84,8.76,5.4
1414,14.9,1.9,328,359,3.5,25,0.96,2.17,9.29,3.4
1415,18.5,4.6,305,354,3,45.6,0.86,1.53,13.78,10.1
1416,18.6,4.2,422,359,2.5,47.6,1.91,1.57,9.96,4.3
1417,17.2,2.2,333,359,3.5,48.1,0.71,2.56,8.67,5
1418,14.9,2.9,282,353,4,61.5,2.39,2.98,10.05,4.48
1419,16.4,4,302,366,3.3,49.2,0.81,1.84,14.3,7.4
1420,16.6,3.58,284,354,3,40,1.05,1.7,11.9,6
1421,15.3,2.1,375,274,3.5,51.3,0.93,1.58,6.09,2.5
1422,15.7,3.05,325,356,3.5,51.6,3.59,2.56,9.11,4.9
1423,16.5,4.6,290,361,3.5,39.3,1.29,1.54,11.22,8.28
1424,12.8,6.6,459,368,2.5,47.2,0.66,1.42,9.01,5.5
1425,14.1,2.7,325,375,2,31.6,2.17,2.52,8.19,3.7
1426,17.1,5,420,359,2.5,53,1.91,1.57,9.96,3.8
1427,21.9,4.5,342,348,3.5,54.5,1.42,1.05,11.78,5.4
1428,15.3,3.5,302,388,3,37.3,1.02,0.84,11.96,7.5
1429,16.5,4.1,301,370,3,43,1.68,2.17,13.4,6.6
1430,25.4,2.5,375,274,4,56.9,0.93,1.58,6.15,3.6
1431,17.9,4,418,359,2.5,45.8,1.91,1.57,9.96,3.6
1432,18.2,2.75,353,346,3.3,46.3,1.32,1.84,8.56,3.65
1433,24,4.65,314,369,3.5,47.7,2.47,3.12,10.22,6.356
1434,16.7,5.1,467,371,2.5,37.8,0.72,1.49,9.77,6.4
1435,13.8,2.3,318,375,2.5,40.1,0.72,2.6,8.92,4.6
1436,19.4,5.5,328,374,3.5,53.9,1.51,1.63,11.56,8.4
1437,16.6,3.01,326,350,3,37.2,1.18,1.54,10.82,4.25
1438,18.3,2.8,323,356,3.7,55.3,3.59,2.56,9.11,4.45
1439,16.6,2.6,317,375,2.5,40.1,0.72,2.6,8.92,5.8
1440,15.4,3.6,464,371,2.5,31.6,0.72,1.49,9.77,4.6
1441,16.4,2.5,467,371,2.5,27.2,0.72,1.49,9.77,3.9
1442,28.8,3.6,419,359,3,67.2,1.91,1.57,9.96,3.4
1443,18.9,4.8,422,359,3,60,1.91,1.57,9.96,3.9
1444,18.1,5,416,359,2.5,55.6,1.91,1.57,9.96,3.6
1445,14.8,2.99,308,365,3,45.1,2.46,3.13,10.22,5.069
1446,22.8,3.2,332,359,3,41.9,0.71,2.56,8.67,4.8
1447,15.6,3.09,323,349,2,30.2,1.18,1.52,10.82,5.307
1448,25.2,6.6,459,368,4,51.8,0.66,1.42,9.01,4.4
1449,20.7,1.8,301,373,3,43.9,1.8,2.54,8.43,3.4
1450,15.2,3.7,328,375,2.5,40.2,2.17,2.52,8.19,4.7
1451,18.6,4.8,330,374,4,62.5,1.51,1.63,11.56,8.6
1452,15.2,2.65,325,366,3,25.3,0.99,1.07,10.15,5.13
1453,14.5,3,319,375,2,30.6,2.17,2.52,8.19,3.8
1454,14.5,2.7,323,369,2.5,29.5,1.02,1.04,12.31,6.8
1455,21,3.25,350,346,3.5,53.7,1.32,1.84,8.56,5.5
1456,17.5,3.7,310,364,3,36.4,1.15,0.98,11.57,7.4
1457,16.2,1.8,319,375,3,43.9,0.72,2.6,8.92,4
1458,21.5,3.67,279,374,3,51.4,1.76,2.76,11.06,6.6
1459,17.8,5.1,307,354,3,51.2,0.86,1.53,13.78,10.1
1460,19.9,3.7,282,353,4,56.1,2.39,2.98,10.05,8.5
1461,16.8,3.4,438,371,3,45.9,0.89,1.14,7.35,5
1462,15,3.1,326,375,2.5,33,2.17,2.52,8.19,4
1463,15.6,4,462,371,3,34.6,0.72,1.49,9.77,5.5
1464,19.8,5.03,285,354,3.5,48,1.05,1.7,11.9,7.07
1465,15.9,5.3,460,219,2.5,46.2,1.49,0.84,8.76,2.4
1466,16,3,335,374,3.5,53.7,1.51,1.63,11.56,6
1467,16.4,2.2,373,279,3.5,52.9,0.93,1.58,6.09,2.5
1468,22.7,4.2,341,348,4,49,1.42,1.05,11.78,4.9
1469,17.8,5.1,331,374,3,45.7,1.51,1.63,11.56,7.8
1470,25.5,5.5,306,387,4,51.4,1.02,0.82,11.95,7.1
1471,14.4,1.7,466,371,2,25.8,0.72,1.49,9.77,4
1472,18.5,4.1,297,365,2.5,50.8,0.81,1.84,14.3,8.7
1473,19.1,4,423,359,2.5,53.2,1.91,1.57,9.96,3
1474,16.1,3.21,307,365,2.5,40.1,2.46,3.13,10.22,6.578
1475,14.1,2,324,372,2.5,27.6,0.96,2.13,9.32,4
1476,18.2,4.9,461,368,3,39,0.66,1.42,9.01,4.8
1477,26.4,4.1,405,321,4,60.9,0.97,1.41,7.21,3.65
1478,14.6,2.27,324,350,2,25.5,1.18,1.54,10.82,4.207
1479,15.7,2.3,377,279,3,43.2,0.93,1.58,6.09,2.7
1480,21.4,3,325,368,4,49.8,1.02,1.07,12.31,5.7
1481,14.9,2.46,320,337,1.5,21.1,1.18,1.52,10.82,4.03
1482,14.4,2.55,351,346,3.3,46.7,1.32,1.84,8.56,4.55
1483,20.8,3.5,310,354,3,35.6,0.86,1.53,13.78,7.8
1484,15,2.57,276,374,2,31.2,1.76,2.76,11.06,5.2
1485,23.7,2.4,305,300,3.3,47.1,1.69,0.81,9.98,2.4
1486,16.9,4.05,353,346,3.3,46.3,1.32,1.84,8.56,5.5
1487,26,4.58,286,354,4,53,1.05,1.7,11.9,6.56
1488,19.8,3.37,286,354,3,41,1.05,1.7,11.9,6.32
1489,16.1,2.8,324,368,2,32,1.02,1.06,12.3,6.4
1490,20.7,4.8,304,354,3.5,47.4,0.86,1.53,13.78,9.4
1491,13.7,2.98,288,353,3,38,1.05,1.7,11.9,5.16
1492,21.6,3.14,325,367,3,35.4,0.99,1.07,10.15,3.99
1493,23.9,3.8,299,370,3.7,55.3,1.68,2.1,13.38,5.6
1494,15.2,1.9,317,375,4,56.3,0.72,2.6,8.92,4.6
1495,21.9,4.4,481,363,2.5,45.2,1.67,1.09,9.02,4.8
1496,27.5,3.2,399,273,3.5,45,0.96,1.18,6.14,4
1497,16.4,3.2,374,273,3,30,0.96,1.18,6.14,3.4
1498,16.8,3.08,322,350,2.5,32.2,1.18,1.54,10.82,4.761
1499,18.3,5.1,425,372,3,49.8,1.89,1.22,9.11,4.4
1500,18.9,4.3,421,372,2.5,46,1.89,1.22,9.11,4.2
1501,33.4,3.8,433,359,3,58,1.91,1.57,9.96,4.1
1502,16.1,2.6,308,300,2.7,40.7,1.69,0.81,9.98,2.9
1503,14.1,2.4,407,321,3.3,46.7,0.97,1.41,7.21,2.5
1504,16.9,3.19,309,365,3,44.7,2.46,3.13,10.22,6.075
1505,19.3,5.2,423,359,3,62.2,1.91,1.57,9.96,4
1506,17,2.5,322,375,2,27,2.17,2.52,8.19,3.9
1507,18.2,5.5,472,363,2.5,39.8,1.67,1.09,9.02,3.8
1508,17.5,2.67,311,365,3,43.9,2.46,3.13,10.22,5.687
1509,20.7,3,398,273,3.5,43.4,0.96,1.18,6.14,3
1510,17.2,1.6,375,280,3,43.4,0.93,1.58,6.09,2.2
1511,18.1,2.1,333,349,2.7,40.7,3.62,2.63,9.14,3.45
1512,14.1,2.8,340,348,2.5,34.4,1.42,1.05,11.78,5.6
1513,15.1,3.55,401,321,3.5,49.9,0.97,1.41,7.21,4.05
1514,16.1,3.5,340,348,3.5,34.5,1.42,1.05,11.78,5.2
1515,18,5.2,478,363,2.5,37.4,1.67,1.09,9.02,4.4
1516,15.2,2.2,371,273,3,37,0.96,1.18,6.14,2.5
1517,17.5,2.8,325,356,3.5,51.6,3.59,2.56,9.11,3.55
1518,19.5,2.3,301,331,2.7,28,2.95,2.16,9.49,4.8
1519,17.7,4.3,332,374,3.5,48.8,1.51,1.63,11.56,7.3
1520,13.6,2.89,323,337,2,24.7,1.18,1.52,10.82,4.108
1521,18.7,1.7,326,372,2,26.6,0.96,2.13,9.32,3.5
1522,24.4,2.5,338,348,4,50,1.42,1.05,11.78,2.6
1523,15.6,2.4,296,373,4,59.5,1.8,2.54,8.43,5
1524,15.6,3.9,316,343,2.7,41.3,1.98,1.28,9.8,8.1
1525,13.6,3.5,463,368,2.5,39,0.66,1.42,9.01,3.9
1526,19.2,3.89,283,353,3,41,1.05,1.7,11.9,6.98
1527,19.3,4,343,348,3.5,43.5,1.42,1.05,11.78,5.6
1528,14.1,2.2,334,351,3,29.8,2.1,2.15,8.28,2.9
1529,15.4,2.9,465,371,3,27.8,0.72,1.49,9.77,3.5
1530,18.5,5,462,368,4,50.4,0.66,1.42,9.01,4.4
1531,14.1,1.8,371,273,3,30.4,0.96,1.18,6.14,3.2
1532,14.8,2.4,295,373,3.5,49.9,1.8,2.54,8.43,4.4
1533,14.1,1.8,318,360,4.5,20.2,0.96,2.13,9.32,4.1
1534,15.7,2.4,335,351,3,27.6,2.1,2.15,8.28,3.2
1535,16.5,6.2,460,366,3,43.1,1.49,0.84,8.76,4.7
1536,26.3,3.97,317,365,3,42.9,1.9,2.2,10.06,4.8153
1537,15.7,1.7,316,375,3.5,53.1,0.72,2.6,8.92,4.4
1538,16.2,5.9,473,363,2.5,43.4,1.67,1.09,9.02,4.8
1539,24.8,3.6,335,349,3.3,46.7,3.62,2.63,9.14,4.55
1540,14.7,3.25,401,357,2,74.7,0.97,1.41,7.21,4.25
1541,15,3.4,467,371,2.5,36.4,0.72,1.49,9.77,4.3
1542,14.6,1.9,318,375,4.5,64.7,0.72,2.6,8.92,4.4
1543,16.8,3,307,364,2.5,38,1.15,0.98,11.57,5.5
1544,18.1,4.2,303,354,3.5,50.2,0.86,1.53,13.78,7.3
1545,15,4,403,321,3.5,51.7,0.97,1.41,7.21,3.7
1546,18.1,7.2,462,219,3.5,56.2,1.49,0.84,8.76,2.5
1547,16.1,3.6,304,364,3,45.2,1.15,0.98,11.57,7.2
1548,15,3.27,326,350,2.5,30,1.18,1.54,10.82,5.253
1549,17.7,3.62,324,338,2.5,27.8,1.18,1.54,10.82,5.286
1550,17.6,3.6,305,354,3,47.2,0.86,1.53,13.78,8.1
1551,13.6,5.3,458,368,3,40.6,0.66,1.42,9.01,4.6
1552,16.3,4.4,298,365,2.7,42,0.81,1.84,14.3,8.8
1553,26.5,4.34,323,365,3.5,52.3,1.9,2.2,10.06,3.9948
1554,26.7,2.9,315,369,3.5,47.5,2.47,3.12,10.22,4.058
1555,16.9,3.1,323,375,2.5,33.4,2.17,2.52,8.19,4.6
1556,21.7,3.9,330,368,3.5,54,1.02,1.07,12.31,6.5
1557,17,3.9,325,375,2,33,2.17,2.52,8.19,5.8
1558,15.2,3.1,324,375,2,30,2.17,2.52,8.19,4.6
1559,27.3,3.8,426,372,3,53.8,1.89,1.22,9.11,3.9
1560,15.7,4,332,374,3,44.5,1.51,1.63,11.56,6
1561,15.4,2.8,397,275,3.5,51.3,0.93,1.58,6.15,3.4
1562,15.7,2.4,301,300,2.5,39.7,1.69,0.81,9.98,2.8
1563,23.6,2.5,397,274,4,57.3,0.93,1.58,6.15,2.5
1564,17.9,4,461,368,2.5,37.6,0.66,1.42,9.01,5.4
1565,16.5,3.5,322,343,2.7,41.3,1.98,1.28,9.8,7.7
1566,16.9,1.6,378,279,3,44.9,0.93,1.58,6.04,2.2
1567,14.3,3,321,343,2.5,39.7,1.98,1.28,9.8,6.6
1568,18.7,6.9,460,366,3,59.8,1.49,0.84,8.76,4.7
1569,18.5,5.7,459,368,3,47,0.66,1.42,9.01,5
1570,28.7,5.1,428,372,3.5,57.8,1.89,1.22,9.11,4
1571,17.2,4.5,417,372,3,49.6,1.89,1.22,9.11,4.6
1572,23.9,4.4,302,366,3,52.8,0.81,1.84,14.3,8.5
1573,14.1,2,323,369,2.5,22.5,1.02,1.06,12.3,6.1
1574,15.5,3.3,321,366,2.5,20.9,0.99,1.07,10.15,4.76
1575,14.4,2.6,374,270,3.5,35.2,0.96,1.18,6.14,4.1
1576,15.8,2.2,393,273,3,28.6,0.96,1.18,6.14,3.8
1577,18.5,6.8,462,219,3.5,68,1.49,0.84,8.76,2.7
1578,20.5,2.1,326,361,3,37.4,2.15,2.23,8.8,4.6
1579,17.4,3.36,316,365,2.5,40.1,1.9,2.2,10.06,4.5344
1580,17.6,2.52,308,365,2.5,40.3,2.46,3.13,10.22,5.772
1581,16,3.53,324,350,2.5,30.1,1.18,1.54,10.82,4.912
1582,25.2,5.2,426,359,3,65.4,1.91,1.57,9.96,4
1583,18.2,6.3,460,366,2.5,51,1.49,0.84,8.76,4.3
1584,14.9,3.1,306,388,3.5,32.4,1.02,0.84,11.96,5.9
1585,16.1,5.1,472,363,2.5,52,1.67,1.09,9.02,4.2
1586,19.3,4.7,302,366,2.7,46.4,0.81,1.84,14.3,9
1587,18.4,4.9,302,370,3.3,47.1,1.68,2.17,13.4,8.3
1588,17.7,2.6,371,274,3.5,52.1,0.93,1.58,6.09,3
1589,15.5,3,375,279,3,43.9,0.93,1.58,6.09,3.4
1590,16.8,4.5,286,379,3,51.5,0.99,1.09,11.11,8.9
1591,17.7,2.2,323,372,3,31,0.96,2.13,9.32,3.5
1592,18.4,5.6,298,366,3,51.2,0.81,1.84,14.3,10
1593,23.7,4.4,424,359,3,61.2,1.91,1.57,9.96,4.4
1594,25.1,2.9,303,331,3.5,35.5,2.95,2.16,9.49,3.5
1595,22.4,2.6,324,371,3,37.6,2.15,2.51,8.28,4.1
1596,16.8,3.6,325,356,3.3,47.1,3.59,2.56,9.11,4.6
1597,16.9,3.1,391,279,3.5,50.1,0.93,1.58,6.04,3
1598,14.8,2.3,332,351,2.5,33.8,2.1,2.15,8.28,3.3
1599,18.3,3.4,372,273,4,43.8,0.96,1.18,6.14,4.2
1600,13.6,5,462,368,3.5,44,0.66,1.42,9.01,4.4
1601,18.8,4,308,354,3,43,0.86,1.53,13.78,7
1602,21.3,1.6,321,343,3,41.7,1.98,1.28,9.8,5.5
1603,16.6,3.15,349,346,3.3,47.1,1.32,1.84,8.56,4.8
1604,19.3,1.9,302,300,3,42.1,1.69,0.81,9.98,2.1
1605,18.1,3.1,298,365,2.7,41.4,0.81,1.84,14.3,7.6
1606,18,1.7,325,372,3.5,30.8,0.96,2.13,9.32,3
1607,14.1,2.6,394,273,2.5,41.6,0.96,1.18,6.14,3.2
1608,16.6,2.8,303,300,2.7,40.7,1.69,0.81,9.98,2.7
1609,24.6,2.8,372,274,4,56.9,0.93,1.58,6.15,3.1
1610,14.8,5,462,368,3.5,47.8,0.66,1.42,9.01,4.3
1611,13.4,4.6,460,368,3,35.4,0.66,1.42,9.01,4.4
1612,17.4,4,294,361,3.5,39.3,1.29,1.54,11.22,7.79
1613,23.3,1.9,326,372,3.5,35.4,0.96,2.13,9.32,3.4
1614,16.8,3.4,299,365,3,53,0.81,1.84,14.3,8.8
1615,13.9,2.2,297,373,3.5,52.1,1.8,2.54,8.43,5.2
1616,20.6,3.13,327,367,3,37.5,0.99,1.07,10.15,3.31
1617,19.1,3.1,286,379,3,40,0.99,1.09,11.11,8.3
1618,14.4,1.7,371,280,3.5,50.1,0.93,1.58,6.09,2.2
1619,18.3,3.2,314,414,2.7,28.5,1.59,1.09,8.54,6.3
1620,17.9,4.1,436,371,2.5,40.3,0.89,1.14,7.35,6.6
1621,16.1,2.9,338,351,3,32.8,2.1,2.15,8.28,4
1622,16.6,3.7,318,343,3,44.9,1.98,1.28,9.8,7.2
1623,15.4,2.5,325,369,2.5,27,1.02,1.06,12.3,6.5
1624,16.1,2.4,318,375,4,61.9,0.72,2.6,8.92,5.4
1625,17.9,3.2,303,354,3,40.8,0.86,1.53,13.78,6.7
1626,15.4,3.2,374,273,3,40.2,0.96,1.18,6.14,3.6
1627,16.3,3.3,364,299,3.5,54.3,1.61,1.19,10.43,4.5
1628,13.6,2.2,296,373,3,43.1,1.8,2.54,8.43,4.2
1629,17.3,5.9,459,368,3,50.6,0.66,1.42,9.01,5.3
1630,15.7,2.7,392,278,3.5,50.1,0.93,1.58,6.04,2.9
1631,19.2,3.15,285,354,4,49,1.05,1.7,11.9,5.54
1632,15.7,4,323,369,3,36,1.02,1.06,12.3,7.4
1633,14.6,1.5,318,375,3,43.1,0.72,2.6,8.92,4.6
1634,17.7,3.3,376,279,3.5,50.7,0.93,1.58,6.09,3
1635,17.7,2.9,376,280,3.5,50.7,0.93,1.58,6.09,3.6
1636,15,2.5,375,274,3,43.5,0.93,1.58,6.09,2.9
1637,14.4,2.1,328,352,3,25.6,2.1,2.15,8.28,3.7
1638,16.1,4,293,362,3.5,38.2,1.29,1.54,11.22,8.19
1639,16.4,2.6,296,373,4,62.3,1.8,2.54,8.43,5.2
1640,17.2,4.9,298,370,3.3,47.3,1.68,2.17,13.4,7.4
1641,23.5,3.3,331,367,4,52.4,1.02,1.07,12.31,5.1
1642,21.3,4.2,462,368,2.5,38.2,0.66,1.42,9.01,5.2
1643,15.8,3.8,426,372,3,44.2,1.89,1.22,9.11,4.4
1644,16.9,3.6,320,375,2,34.4,2.17,2.52,8.19,3.9
1645,15.9,3.2,322,375,2,26.6,2.17,2.52,8.19,4.3
1646,15.2,2.77,316,362,3.5,39.4,0.93,1.04,10.75,6.2365
1647,19.6,3.4,326,368,3.5,48.4,1.02,1.07,12.31,5
1648,18.1,6.4,426,372,2.5,54,1.89,1.22,9.11,6.1
1649,19.4,5.3,462,366,2.5,43.8,1.49,0.84,8.76,3.8
1650,24.8,3.6,424,372,3,49.2,1.89,1.22,9.11,3.8
1651,25.2,4,461,368,2.5,34,0.66,1.42,9.01,4.2
1652,15.6,5.2,471,363,2.5,44.2,1.67,1.09,9.02,3.4
1653,17.7,3.5,401,321,3,42.9,0.97,1.41,7.21,3.2
1654,15.9,2.89,324,338,2,22.2,1.18,1.54,10.82,5.432
1655,21.5,5.2,424,359,3,65.4,1.91,1.57,9.96,5.3
1656,16.6,3.1,282,353,3,42.1,2.39,2.98,10.05,7.6
1657,14.2,2.2,323,359,3.5,24.6,0.96,2.17,9.29,3.8
1658,14.8,2.1,325,359,2.5,22.2,0.96,2.17,9.29,3.8
1659,18.1,2.6,302,388,3.5,32.6,1.02,0.84,11.96,6.5
1660,25.3,4.4,472,363,2.5,41.2,1.67,1.09,9.02,4.6
1661,20.6,2.6,293,376,4.5,64.3,1.78,2.59,8.48,3.2
1662,17.3,6.1,425,372,3,44.6,1.89,1.22,9.11,5.4
1663,18.2,3.2,297,373,4,62.1,1.8,2.54,8.43,6
1664,14.7,3,324,369,3,40,1.02,1.04,12.31,7.4
1665,18.9,3.7,423,372,2.5,41.6,1.89,1.22,9.11,3.8
1666,14.6,1.4,373,274,3.5,51.5,0.93,1.58,6.09,2.1
1667,15,3.6,309,364,2.5,41,1.15,0.98,11.57,7.1
1668,20.7,1.8,330,361,2,27,2.15,2.23,8.8,3.5
1669,19.7,4,423,359,2.5,44.4,1.91,1.57,9.96,4.1
1670,17.4,3.4,398,279,3.5,51.5,0.93,1.58,6.09,3.8
1671,15.4,3,370,274,3.5,53.1,0.93,1.58,6.09,3.5
1672,17,2.7,333,359,3.5,51.5,0.71,2.56,8.67,4.6
1673,16.5,5.2,472,363,2.5,46,1.67,1.09,9.02,4.2
1674,20.2,4.2,424,359,2.5,62,1.91,1.57,9.96,3.8
1675,14.8,3.23,324,350,2.5,26.7,1.18,1.54,10.82,6.222
1676,17.3,5.3,470,363,2.5,36.8,1.67,1.09,9.02,4.6
1677,15.4,3.1,305,364,3,44.4,1.15,0.98,11.57,6.6
1678,15.2,2.3,321,343,2.7,41.1,1.98,1.28,9.8,4.6
1679,15.5,3.24,322,366,3,27.4,0.99,1.07,10.15,5.18
1680,18.3,4.5,440,371,2.5,40.3,0.89,1.14,7.35,5.5
1681,18.8,4,415,359,2.5,54.4,1.91,1.57,9.96,3.7
1682,24.6,3.77,328,349,3.5,52.7,1.18,1.52,10.82,4.947
1683,15.8,3,372,274,3.5,50.3,0.93,1.58,6.09,2.6
1684,16.5,4.6,419,359,2.5,48.8,1.91,1.57,9.96,4
1685,15.8,2.8,304,388,3.5,35.6,1.02,0.84,11.96,7.3
1686,28.7,5.4,295,361,4,59.4,1.29,1.54,11.22,7.19
1687,16.3,2.7,392,280,4,59.1,0.93,1.58,6.15,2.7
1688,17,2.8,301,331,3.3,42,2.95,2.16,9.49,4.9
1689,16.1,1.9,337,350,2.5,30,2.1,2.15,8.28,3.7
1690,21.7,3.88,279,373,3.5,39.2,1.76,2.76,11.06,6
1691,17.7,4.9,478,363,2.5,38.2,1.67,1.09,9.02,4.8
1692,14.6,2.8,394,273,2.5,30.4,0.96,1.18,6.14,3.5
1693,17.1,2.05,328,356,3.7,55.1,3.59,2.56,9.11,3.6
1694,26.6,4,295,361,4,51.2,1.29,1.54,11.22,5.87
1695,19.1,5.1,423,372,2.5,43.6,1.89,1.22,9.11,4.6
1696,18.8,1.9,332,359,3.5,47.9,0.71,2.56,8.67,4
1697,13.2,3.6,366,355,2.7,30.4,1.34,1.83,8.27,4.3
1698,25,2.7,319,371,2.5,32.6,2.15,2.51,8.28,4.5
1699,17.8,2,323,372,3,31.6,0.96,2.13,9.32,3.5
1700,18.5,3.3,304,354,4,45,0.86,1.53,13.78,6.8
1701,17.2,3.4,332,374,2.5,39.7,1.51,1.63,11.56,7.1
1702,17.9,4.6,306,352,3,52,1.53,2.27,12.85,6
1703,19.4,3.1,301,331,2.7,35,2.95,2.16,9.49,4.3
1704,15.9,2.4,323,375,2.5,28.6,2.17,2.52,8.19,3.6
1705,14.3,1.8,375,280,3,44.3,0.93,1.58,6.09,2.8
1706,18.3,3.5,423,372,2.5,35.6,1.89,1.22,9.11,4.7
1707,17.1,4,302,388,3.5,36.8,1.02,0.84,11.96,8.7
1708,14.1,2.7,321,366,2.5,27.1,0.99,1.07,10.15,5.52
1709,16.2,2.9,318,343,2.7,41.3,1.98,1.28,9.8,5.5
1710,17.1,1.8,376,279,3,43.5,0.93,1.58,6.09,2.8
1711,24.1,3.28,324,367,2.5,43.1,0.99,1.07,10.15,4.06
1712,16,2.9,305,364,3,37.6,1.15,0.98,11.57,8.5
1713,16,3.3,309,364,3,40.2,1.15,0.98,11.57,6.5
1714,14.5,1.9,323,360,3.5,25.6,0.96,2.13,9.32,3.8
1715,17.4,3.8,423,359,3,60.8,1.91,1.57,9.96,3.5
1716,18.3,1.4,324,372,3,25.6,0.96,2.13,9.32,3.4
1717,16.9,4.6,476,363,2.5,34.4,1.67,1.09,9.02,3.8
1718,18.7,4.1,300,365,3,48.4,0.81,1.84,14.3,8.9
1719,15,3,307,364,3.5,40.8,1.15,0.98,11.57,6.2
1720,19.6,2.5,370,274,3.5,47.9,0.93,1.58,6.15,2.8
1721,17.2,2.57,276,374,3.5,43.8,1.76,2.76,11.06,6.7
1722,15.8,3.6,308,354,4,44.6,0.86,1.53,13.78,7.5
1723,15.6,1.7,322,360,3,21.6,0.96,2.13,9.32,3.5
1724,15.1,3,302,388,3.5,31,1.02,0.84,11.96,9.6
1725,23.9,4.2,472,363,2.5,42.6,1.67,1.09,9.02,3.6
1726,17.7,3.6,299,365,2.7,45.8,0.81,1.84,14.3,7.9
1727,25.9,4.2,441,371,3.5,47.9,0.89,1.14,7.35,6.4
1728,25.7,4.9,309,354,3,46.2,0.86,1.53,13.78,7.7
1729,27.6,2.8,289,380,3.5,43,0.99,1.09,11.11,5.3
1730,15.3,2.43,310,365,2.5,40.1,2.46,3.13,10.22,5.566
1731,16.5,3.2,320,343,2.7,40.9,1.98,1.28,9.8,4.6
1732,23.5,3.2,305,300,3.3,47.1,1.69,0.81,9.98,2.9
1733,29.7,3,398,274,3.5,49.3,0.93,1.58,6.15,2.8
1734,24.4,5.3,481,363,2.5,48.8,1.67,1.09,9.02,5.4
1735,16.3,2.4,376,278,3.5,50.7,0.93,1.58,6.04,2.8
1736,16.2,2,393,280,3.5,51.3,0.93,1.58,6.15,2.4
1737,16.8,4.2,414,359,2.5,48.8,1.91,1.57,9.96,3.1
1738,25.1,3.6,311,351,4,56.7,1.54,2.32,12.85,3.6
1739,15.8,3.2,341,348,3,33.6,1.42,1.05,11.78,6.7
1740,13.5,2,373,280,3.5,51.1,0.93,1.58,6.15,2.6
1741,17.9,4,339,348,3,35.5,1.42,1.05,11.78,6.5
1742,14.9,3.25,365,355,3,39.2,1.34,1.83,8.27,4.4
1743,17.3,5.4,478,363,2.5,41.4,1.67,1.09,9.02,5.6
1744,15.6,3.15,365,355,2,38.6,1.34,1.83,8.27,4
1745,19.6,2.9,371,355,4,55.9,1.34,1.83,8.27,3.2
1746,15.3,4.45,367,355,3,35.6,1.34,1.83,8.27,4.25
1747,14.8,4,455,368,3,39.2,0.66,1.42,9.01,4.3
